ctuid,refYear,dwellingtype,bedroomtype, RentalUnitAmount , PopulationAmount , AverageRent , ConstructedBefore1960 , Constructed1960to1979 , Constructed1980to1999 , ConstructedAfter2000 
0001.01,2018,1,0, 15 , 25 , 705 , -   , 9 , 6 , -   
0001.01,2018,1,1, 815 ," 1,089 ", 777 , 154 , 427 , 189 , 45 
0001.01,2018,1,2, 554 ," 1,286 "," 1,271 ", 35 , 252 , 192 , 76 
0001.01,2018,1,3, 10 , 56 ," 1,172 ", -   , 5 , -   , 5 
0001.01,2018,2,1, 35 , 167 , 832 , -   , 12 , 23 , -   
0001.01,2018,2,2, 135 , 294 , 919 , 25 , 50 , 50 , 10 
0001.01,2018,2,3, 635 ," 2,482 "," 1,231 ", 55 , 315 , 200 , 65 
0001.01,2018,3,3, 10 , 25 ," 1,417 ", 4 , 4 , 2 , 1 
0001.01,2018,4,2, 10 , 15 ," 1,196 ", 10 , -   , -   , -   
0001.01,2018,4,3, 53 , 177 ," 1,436 ", 8 , 31 , 8 , 8 
0001.04,2018,1,1, 10 , 15 ," 1,085 ", -   , -   , 10 , -   
0001.04,2018,1,2, 35 , 86 ," 1,216 ", -   , 35 , -   , -   
0001.04,2018,1,3, 10 , 30 ," 1,048 ", -   , 10 , -   , -   
0001.04,2018,2,2, 10 , 10 ," 1,282 ", -   , -   , 10 , -   
0001.04,2018,2,3, 135 , 415 ," 1,449 ", 10 , 82 , 43 , -   
0001.04,2018,3,3, 15 , 56 ," 1,078 ", 15 , -   , -   , -   
0001.04,2018,4,2, 10 , 15 ," 1,008 ", -   , 10 , -   , -   
0001.04,2018,4,3, 8 , 35 ," 1,387 ", -   , 10 , -   , -   
0001.05,2018,2,0, 10 , 10 , 865 , -   , 10 , -   , -   
0001.05,2018,2,1, 10 , 35 , 982 , -   , -   , -   , 10 
0001.05,2018,2,2, 110 , 299 ," 1,120 ", -   , 42 , 58 , 10 
0001.05,2018,2,3, 265 , 998 ," 1,563 ", -   , 46 , 163 , 56 
0001.05,2018,3,3, 20 , 66 ," 1,163 ", 7 , 7 , 3 , 2 
0001.05,2018,4,3, 9 , 81 ," 1,667 ", 3 , 3 , 2 , 1 
0001.06,2018,1,1, 34 , 51 ," 1,055 ", -   , 9 , 26 , -   
0001.06,2018,1,2, 205 , 390 ," 1,260 ", 10 , 54 , 132 , 10 
0001.06,2018,2,1, 10 , 10 , 894 , -   , 10 , -   , -   
0001.06,2018,2,2, 195 , 486 ," 1,134 ", 10 , 62 , 123 , -   
0001.06,2018,2,3, 245 , 861 ," 1,397 ", 10 , 40 , 175 , 20 
0001.07,2018,1,0, 10 , 11 , 920 , -   , -   , 10 , -   
0001.07,2018,1,1, 10 , 15 ," 1,131 ", 2 , 5 , 2 , 1 
0001.07,2018,1,2, 105 , 218 ," 1,306 ", -   , 10 , 76 , 19 
0001.07,2018,2,1, 15 , 20 , 674 , -   , -   , 15 , -   
0001.07,2018,2,2, 150 , 339 , 680 , -   , 57 , 93 , -   
0001.07,2018,2,3, 125 , 537 ," 1,180 ", -   , 19 , 106 , -   
0001.07,2018,4,3, 7 , 101 ," 1,670 ", -   , -   , 5 , 5 
0001.08,2018,1,2, 20 , 15 ," 1,189 ", -   , -   , -   , 20 
0001.08,2018,1,3, 10 , 20 ," 1,439 ", -   , -   , -   , 10 
0001.08,2018,2,1, 15 , 20 , 970 , -   , 8 , 8 , -   
0001.08,2018,2,2, 60 , 142 , 996 , -   , 17 , 34 , 9 
0001.08,2018,2,3, 175 , 684 ," 1,533 ", 10 , 25 , 140 , -   
0001.08,2018,4,3, 33 , 187 ," 1,596 ", -   , -   , 34 , -   
0002.01,2018,1,1, 10 , 10 ," 1,048 ", 2 , 5 , 2 , 1 
0002.01,2018,2,3, 10 , 35 , 846 , -   , 10 , -   , -   
0002.01,2018,4,3, 50 , 132 ," 1,614 ", 10 , 30 , 10 , -   
0002.02,2018,1,1, 10 , 10 ," 1,111 ", 2 , 5 , 2 , 1 
0002.02,2018,1,2, 10 , 15 ," 1,226 ", -   , -   , -   , 10 
0002.02,2018,2,3, 220 , 699 ," 1,412 ", 14 , 120 , 77 , 10 
0002.02,2018,4,2, 10 , 10 ," 1,112 ", -   , -   , 10 , -   
0002.04,2018,1,2, 25 , 30 ," 2,011 ", -   , -   , 10 , 15 
0002.04,2018,2,3, 20 , 86 ," 1,200 ", -   , -   , 13 , 7 
0002.05,2018,1,1, 325 , 436 , 893 , 26 , 181 , 119 , -   
0002.05,2018,1,2, 130 , 344 ," 1,097 ", 15 , 70 , 35 , 10 
0002.05,2018,1,3, 30 , 101 , 690 , -   , 13 , 17 , -   
0002.05,2018,2,1, 25 , 111 , 615 , -   , -   , 12 , 12 
0002.05,2018,2,2, 115 , 299 ," 1,081 ", 10 , 58 , 37 , 10 
0002.05,2018,2,3, 437 ," 1,707 "," 1,358 ", 25 , 228 , 177 , 10 
0002.05,2018,3,3, 10 , 30 ," 1,034 ", 4 , 4 , 2 , 1 
0002.05,2018,4,3, 10 , 56 ," 1,926 ", -   , -   , 5 , 5 
0002.06,2018,2,1, 10 , 17 , 991 , 3 , 3 , 3 , 1 
0002.06,2018,2,2, 20 , 20 ," 1,111 ", -   , 12 , 8 , -   
0002.06,2018,2,3, 89 , 284 ," 1,529 ", 8 , 49 , 25 , 8 
0002.06,2018,3,3, 10 , 51 ," 1,133 ", -   , 10 , -   , -   
0002.06,2018,4,3, 10 , 51 ," 1,773 ", -   , -   , 10 , -   
0003.00,2018,1,0, 25 , 25 , 884 , -   , 12 , 12 , -   
0003.00,2018,1,1, 360 , 461 ," 1,012 ", 40 , 255 , 50 , 15 
0003.00,2018,1,2, 300 , 714 ," 1,250 ", 41 , 222 , 36 , -   
0003.00,2018,1,3, 85 , 284 ," 1,312 ", 9 , 58 , 9 , 9 
0003.00,2018,2,2, 10 , 20 ," 1,466 ", -   , 10 , -   , -   
0003.00,2018,2,3, 20 , 61 ," 1,524 ", -   , 20 , -   , -   
0003.00,2018,3,3, 45 , 127 ," 1,727 ", -   , 35 , 10 , -   
0003.00,2018,4,3, 53 , 187 ," 1,499 ", 8 , 20 , 20 , 8 
0004.00,2018,1,0, -   , -   , 684 , null , null , null , -   
0004.00,2018,1,1, 405 , 476 , 690 , 89 , 242 , 64 , 10 
0004.00,2018,1,2, 341 , 709 ," 1,156 ", 66 , 142 , 117 , 16 
0004.00,2018,1,3, 80 , 198 ," 1,210 ", -   , 51 , 29 , -   
0004.00,2018,2,2, 10 , 10 ," 1,397 ", 1 , 3 , 4 , 2 
0004.00,2018,2,3, 15 , 61 ," 1,295 ", -   , -   , -   , 15 
0004.00,2018,3,3, 90 , 304 ," 1,442 ", 33 , 38 , 19 , -   
0004.00,2018,4,2, 10 , 30 ," 1,056 ", 4 , 3 , 1 , 1 
0004.00,2018,4,3, 30 , 71 ," 1,456 ", 17 , 17 , -   , -   
0005.00,2018,1,0, 10 , 10 , 769 , -   , -   , -   , 10 
0005.00,2018,1,1, 510 , 684 ," 1,007 ", 50 , 215 , 200 , 45 
0005.00,2018,1,2, 420 , 957 ," 1,127 ", 60 , 155 , 160 , 45 
0005.00,2018,1,3, 20 , 46 ," 1,047 ", -   , 10 , 10 , -   
0005.00,2018,2,3, 40 , 198 ," 1,774 ", -   , -   , -   , 40 
0005.00,2018,3,3, 70 , 198 ," 1,224 ", 16 , 43 , -   , 11 
0005.00,2018,4,1, 9 , 20 , 902 , -   , -   , -   , 9 
0005.00,2018,4,2, 15 , 25 ," 1,432 ", 8 , 8 , -   , -   
0005.00,2018,4,3, 93 , 233 ," 1,682 ", 59 , 27 , -   , 9 
0006.00,2018,1,1, 25 , 25 ," 1,287 ", -   , -   , 25 , -   
0006.00,2018,1,2, 10 , 10 ," 1,601 ", -   , -   , 10 , -   
0006.00,2018,1,3, 15 , 46 ," 1,786 ", 15 , -   , -   , -   
0006.00,2018,4,2, 20 , 46 ," 1,311 ", 10 , 10 , -   , -   
0006.00,2018,4,3, 75 , 198 ," 2,026 ", 28 , 28 , 19 , -   
0007.01,2018,1,1, 290 , 380 ," 1,075 ", 20 , 215 , 55 , -   
0007.01,2018,1,2, 165 , 324 ," 1,223 ", -   , 124 , 41 , -   
0007.01,2018,1,3, 30 , 46 ," 1,610 ", -   , 30 , -   , -   
0007.01,2018,3,3, 10 , 20 ," 1,437 ", -   , 10 , -   , -   
0007.01,2018,4,3, 19 , 81 ," 1,839 ", -   , 19 , -   , -   
0007.02,2018,1,0, 10 , 30 , 768 , -   , -   , 10 , -   
0007.02,2018,1,1, 345 , 547 , 996 , 30 , 170 , 120 , 25 
0007.02,2018,1,2, 655 ," 1,804 "," 1,121 ", 76 , 317 , 212 , 50 
0007.02,2018,1,3, 45 , 228 , 981 , 10 , 15 , 20 , -   
0007.02,2018,2,2, 120 , 355 ," 1,204 ", 26 , 47 , 47 , -   
0007.02,2018,2,3, 280 ," 1,287 "," 1,453 ", 50 , 140 , 65 , 25 
0007.03,2018,1,1, 40 , 56 ," 1,005 ", 9 , 22 , -   , 9 
0007.03,2018,1,2, 65 , 111 ," 1,198 ", 9 , 48 , 9 , -   
0007.03,2018,2,1, 10 , 41 , 966 , -   , 10 , -   , -   
0007.03,2018,2,3, 50 , 213 ," 1,565 ", 22 , 28 , -   , -   
0007.03,2018,3,3, 15 , 46 ," 1,153 ", -   , 15 , -   , -   
0007.03,2018,4,3, 69 , 198 ," 1,631 ", 9 , 61 , -   , -   
0008.00,2018,1,1, 300 , 380 ," 1,086 ", 60 , 205 , 35 , -   
0008.00,2018,1,2, 350 , 679 ," 1,285 ", 46 , 259 , 46 , -   
0008.00,2018,1,3, 135 , 324 ," 1,489 ", 10 , 110 , 15 , -   
0008.00,2018,2,2, 10 , 30 ," 1,228 ", -   , 5 , 5 , -   
0008.00,2018,2,3, 60 , 233 ," 1,273 ", 12 , 48 , -   , -   
0008.00,2018,3,3, 20 , 46 , 852 , 20 , -   , -   , -   
0008.00,2018,4,1, 10 , 15 , 780 , 10 , -   , -   , -   
0008.00,2018,4,2, 25 , 56 ," 1,261 ", 8 , 17 , -   , -   
0008.00,2018,4,3, 84 , 253 ," 1,449 ", 19 , 56 , 9 , -   
0009.00,2018,1,0, 10 , 10 , 775 , 3 , 5 , 2 , 1 
0009.00,2018,1,1, 135 , 172 ," 1,048 ", 20 , 85 , 30 , -   
0009.00,2018,1,2, 199 , 385 ," 1,106 ", 15 , 139 , 45 , -   
0009.00,2018,3,3, 10 , 30 ," 1,370 ", 10 , -   , -   , -   
0009.00,2018,4,2, 10 , 25 ," 1,262 ", -   , 10 , -   , -   
0009.00,2018,4,3, 44 , 167 ," 1,471 ", 25 , 20 , -   , -   
0010.00,2018,1,0, 20 , 20 , 600 , 10 , 10 , -   , -   
0010.00,2018,1,1, 635 , 841 , 720 , 71 , 454 , 111 , -   
0010.00,2018,1,2, 235 , 532 ," 1,080 ", 26 , 138 , 72 , -   
0010.00,2018,1,3, 10 , 61 ," 1,419 ", -   , 10 , -   , -   
0010.00,2018,2,2, 25 , 56 , 685 , 10 , -   , 15 , -   
0010.00,2018,2,3, 175 , 831 , 827 , 39 , 73 , 53 , 10 
0010.00,2018,3,1, 10 , 10 , 823 , 4 , 3 , 2 , 1 
0010.00,2018,3,3, 25 , 81 ," 1,320 ", -   , 25 , -   , -   
0010.00,2018,4,1, 10 , 10 , 708 , 4 , 3 , 2 , 1 
0010.00,2018,4,3, 24 , 81 ," 1,332 ", 8 , 8 , 8 , -   
0011.01,2018,1,0, 10 , 10 , 834 , -   , 10 , -   , -   
0011.01,2018,1,1, 649 , 811 , 973 , 55 , 355 , 165 , 80 
0011.01,2018,1,2, 423 , 836 ," 1,382 ", 24 , 191 , 122 , 88 
0011.01,2018,1,3, 70 , 162 ," 1,137 ", 22 , 38 , 11 , -   
0011.01,2018,2,2, 25 , 46 ," 1,698 ", 10 , -   , -   , 15 
0011.01,2018,2,3, 260 ," 1,059 "," 1,253 ", 36 , 130 , 94 , -   
0011.01,2018,3,3, 20 , 71 ," 1,067 ", -   , 10 , 10 , -   
0011.01,2018,4,2, 30 , 66 ," 1,145 ", 15 , 15 , -   , -   
0011.01,2018,4,3, 45 , 117 ," 1,375 ", -   , 45 , -   , -   
0011.03,2018,1,0, 10 , 10 , 984 , -   , 5 , -   , 5 
0011.03,2018,1,1, 744 ," 1,049 "," 1,150 ", 50 , 434 , 215 , 45 
0011.03,2018,1,2, 714 ," 1,540 "," 1,488 ", 45 , 330 , 270 , 70 
0011.03,2018,1,3, 90 , 274 ," 1,703 ", -   , 45 , 25 , 20 
0011.03,2018,2,3, 9 , 35 ," 1,204 ", -   , -   , 10 , -   
0011.04,2018,1,1, 460 , 669 , 900 , 59 , 322 , 69 , 10 
0011.04,2018,1,2, 284 , 628 ," 1,070 ", 56 , 188 , 41 , -   
0011.04,2018,2,2, 25 , 76 ," 1,086 ", -   , -   , 12 , 12 
0011.04,2018,2,3, 140 , 426 ," 1,490 ", 14 , 29 , 53 , 43 
0011.04,2018,4,3, 50 , 127 ," 1,875 ", 41 , -   , 9 , -   
0012.00,2018,1,0, 70 , 77 , 241 , 15 , 40 , 15 , -   
0012.00,2018,1,1, 262 , 312 , 550 , 92 , 117 , 46 , 10 
0012.00,2018,1,2, 53 , 92 ," 1,298 ", 13 , 34 , 8 , -   
0012.00,2018,1,3, 59 , 184 , 969 , 9 , 42 , 9 , -   
0012.00,2018,2,3, 289 ," 1,108 "," 1,107 ", 107 , 148 , 25 , 10 
0012.00,2018,3,1, 10 , 10 , 847 , 4 , 3 , 2 , 1 
0012.00,2018,3,3, 220 , 935 ," 1,175 ", 123 , 87 , 10 , -   
0012.00,2018,4,1, 9 , 10 , 782 , 4 , 2 , 2 , 1 
0012.00,2018,4,2, 15 , 36 ," 1,467 ", -   , 8 , -   , 8 
0012.00,2018,4,3, 138 , 531 ," 1,252 ", 95 , 35 , -   , 10 
0013.00,2018,1,0, 90 , 61 , 290 , 35 , 20 , -   , 35 
0013.00,2018,1,1, 693 , 649 , 705 , 129 , 317 , 114 , 134 
0013.00,2018,1,2, 431 , 618 ," 1,265 ", 76 , 142 , 71 , 142 
0013.00,2018,1,3, 122 , 286 ," 1,421 ", 20 , 45 , 25 , 32 
0013.00,2018,2,2, 74 , 174 ," 1,329 ", 16 , 21 , 27 , 11 
0013.00,2018,2,3, 131 , 495 ," 1,206 ", 51 , 51 , 19 , 14 
0013.00,2018,3,1, 10 , 15 , 825 , -   , 10 , -   , -   
0013.00,2018,3,2, 10 , 36 ," 1,927 ", 10 , -   , -   , -   
0013.00,2018,3,3, 75 , 317 , 980 , 46 , 7 , 14 , 7 
0013.00,2018,4,1, 10 , 10 ," 1,211 ", -   , 10 , -   , -   
0013.00,2018,4,2, 25 , 51 ," 1,455 ", 12 , 12 , -   , -   
0013.00,2018,4,3, 54 , 117 ," 1,562 ", 31 , 8 , 15 , -   
0014.00,2018,1,0, 7 , 11 , 465 , -   , -   , 9 , -   
0014.00,2018,1,1, 239 , 286 , 525 , 40 , 50 , 149 , -   
0014.00,2018,1,2, 274 , 669 , 683 , 36 , 56 , 168 , 15 
0014.00,2018,1,3, 130 , 506 , 840 , 19 , 46 , 56 , 9 
0014.00,2018,2,2, 25 , 46 , 898 , -   , 10 , 15 , -   
0014.00,2018,2,3, 59 , 276 , 730 , -   , -   , 40 , 20 
0015.00,2018,1,0, 1 , 10 , 940 , null , null , null , -   
0015.00,2018,1,1, 815 ," 1,170 "," 1,149 ", 85 , 320 , 295 , 116 
0015.00,2018,1,2, 641 ," 1,339 "," 1,394 ", 95 , 235 , 215 , 96 
0015.00,2018,1,3, 97 , 261 ," 1,493 ", 33 , 9 , 14 , 40 
0015.00,2018,2,1, 10 , 10 ," 1,230 ", 10 , -   , -   , -   
0015.00,2018,2,2, 26 , 46 ," 1,746 ", -   , -   , 25 , 1 
0015.00,2018,2,3, 29 , 87 ," 1,835 ", 10 , -   , 13 , 7 
0015.00,2018,3,2, 10 , 15 ," 1,248 ", -   , 10 , -   , -   
0015.00,2018,3,3, 25 , 72 ," 1,911 ", 25 , -   , -   , -   
0015.00,2018,4,2, 9 , 10 ," 1,441 ", 4 , 3 , 1 , 1 
0015.00,2018,4,3, 40 , 97 ," 2,000 ", 13 , 27 , -   , -   
0016.00,2018,1,1, 89 , 118 , 663 , 21 , 58 , 11 , -   
0016.00,2018,1,2, 135 , 256 ," 1,322 ", 63 , 54 , 9 , 9 
0016.00,2018,1,3, 20 , 51 ," 2,013 ", 12 , 8 , -   , -   
0016.00,2018,2,3, 25 , 72 ," 1,787 ", -   , 25 , -   , -   
0016.00,2018,3,2, 10 , 10 ," 1,505 ", 4 , 3 , 1 , 2 
0016.00,2018,3,3, 10 , 15 ," 1,517 ", 10 , -   , -   , -   
0016.00,2018,4,2, 10 , 15 ," 1,549 ", 10 , -   , -   , -   
0016.00,2018,4,3, 47 , 138 ," 1,802 ", 33 , 16 , -   , -   
0017.00,2018,1,0, 17 , 15 ," 1,117 ", 8 , 8 , -   , 2 
0017.00,2018,1,1, 96 , 123 ," 1,215 ", 66 , 10 , 10 , 10 
0017.00,2018,1,2, 78 , 138 ," 1,440 ", 69 , 11 , -   , -   
0017.00,2018,1,3, 41 , 92 ," 2,288 ", -   , -   , 24 , 17 
0017.00,2018,2,2, 14 , 41 ," 1,798 ", -   , 14 , -   , -   
0017.00,2018,2,3, 18 , 31 ," 1,781 ", 2 , 7 , 7 , 4 
0017.00,2018,3,2, 10 , 20 ," 1,830 ", 10 , -   , -   , -   
0017.00,2018,3,3, 45 , 133 ," 1,968 ", 22 , 11 , -   , 11 
0017.00,2018,4,3, 74 , 261 ," 2,031 ", 66 , 9 , -   , -   
0018.00,2018,1,0, 33 , 36 ," 1,298 ", 19 , 14 , -   , -   
0018.00,2018,1,1, 447 , 598 ," 1,339 ", 253 , 134 , 20 , 40 
0018.00,2018,1,2, 369 , 634 ," 1,663 ", 225 , 100 , 15 , 30 
0018.00,2018,1,3, 69 , 184 ," 2,320 ", 40 , 10 , 10 , 10 
0018.00,2018,2,2, 14 , 15 ," 1,810 ", 2 , 5 , 5 , 3 
0018.00,2018,3,3, 10 , 41 ," 2,407 ", 10 , -   , -   , -   
0018.00,2018,4,1, 10 , 10 ," 1,299 ", 4 , 3 , 2 , 1 
0018.00,2018,4,3, 22 , 92 ," 2,208 ", 24 , -   , -   , -   
0018.00,2018,5,2, 10 , 10 ," 1,049 ", -   , -   , -   , 10 
0019.00,2018,1,0, 25 , 26 , 588 , 12 , 12 , -   , -   
0019.00,2018,1,1, 220 , 276 ," 1,010 ", 111 , 92 , 19 , -   
0019.00,2018,1,2, 180 , 383 ," 1,586 ", 105 , 20 , 20 , 35 
0019.00,2018,1,3, 66 , 148 ," 1,885 ", 45 , 10 , -   , 11 
0019.00,2018,2,2, 15 , 20 ," 1,114 ", 5 , 5 , 5 , -   
0019.00,2018,3,1, 10 , 10 ," 1,079 ", 4 , 3 , 2 , 1 
0019.00,2018,3,3, 45 , 123 ," 1,619 ", 32 , 13 , -   , -   
0019.00,2018,4,2, 20 , 51 ," 1,766 ", 20 , -   , -   , -   
0019.00,2018,4,3, 3 , 20 ," 2,020 ", 2 , 2 , 1 , 1 
0020.01,2018,1,0, 40 , 46 ," 1,152 ", 8 , 24 , 8 , -   
0020.01,2018,1,1, 590 , 820 ," 1,087 ", 61 , 388 , 131 , 10 
0020.01,2018,1,2, 330 , 653 ," 1,301 ", 15 , 230 , 75 , 10 
0020.01,2018,1,3, 98 , 197 ," 1,068 ", 16 , 72 , 11 , -   
0020.01,2018,2,2, 20 , 35 , 264 , 7 , 7 , 7 , -   
0020.01,2018,2,3, 245 , 881 ," 1,193 ", 36 , 146 , 52 , 10 
0020.01,2018,3,3, 40 , 127 ," 1,291 ", -   , 27 , 13 , -   
0020.01,2018,4,3, 30 , 137 ," 1,619 ", 8 , 19 , 8 , -   
0020.02,2018,1,2, 10 , 10 ," 1,565 ", 2 , 4 , 2 , 1 
0020.02,2018,1,3, 10 , 10 ," 1,650 ", 3 , 4 , 2 , 1 
0020.02,2018,2,3, 35 , 116 ," 1,136 ", 6 , 16 , 13 , -   
0020.02,2018,3,3, 10 , 41 , 839 , -   , -   , 10 , -   
0020.02,2018,4,2, 38 , 46 ," 1,128 ", 30 , 10 , -   , -   
0020.02,2018,4,3, 83 , 243 ," 2,021 ", 16 , 45 , 16 , 8 
0021.00,2018,1,0, 20 , 20 , 790 , -   , 20 , -   , -   
0021.00,2018,1,1, 740 , 992 ," 1,025 ", 130 , 455 , 135 , 20 
0021.00,2018,1,2, 344 , 709 ," 1,145 ", 101 , 157 , 71 , 15 
0021.00,2018,1,3, 85 , 233 ," 1,131 ", 32 , 42 , 11 , -   
0021.00,2018,2,1, 10 , 30 , 727 , 10 , -   , -   , -   
0021.00,2018,2,2, 25 , 56 ," 1,357 ", -   , 25 , -   , -   
0021.00,2018,2,3, 179 , 663 ," 1,021 ", 46 , 78 , 55 , -   
0021.00,2018,3,2, 10 , 10 ," 1,788 ", 10 , -   , -   , -   
0021.00,2018,3,3, 95 , 359 ," 1,159 ", 50 , 45 , -   , -   
0021.00,2018,4,1, 10 , 10 ," 1,027 ", 10 , -   , -   , -   
0021.00,2018,4,2, 35 , 76 ," 1,493 ", 35 , -   , -   , -   
0021.00,2018,4,3, 46 , 111 ," 1,475 ", 36 , 14 , -   , -   
0022.00,2018,1,0, 40 , 46 , 754 , 13 , 18 , 9 , -   
0022.00,2018,1,1, 913 ," 1,124 ", 688 , 249 , 484 , 160 , 20 
0022.00,2018,1,2, 674 ," 1,509 ", 979 , 167 , 401 , 91 , 15 
0022.00,2018,1,3, 38 , 132 , 895 , 8 , 13 , 8 , 8 
0022.00,2018,2,1, 10 , 25 , 614 , 3 , 3 , 3 , 1 
0022.00,2018,2,2, 10 , 20 , 818 , -   , 10 , -   , -   
0022.00,2018,2,3, 175 , 800 , 916 , 68 , 68 , 39 , -   
0022.00,2018,3,2, 25 , 56 ," 1,090 ", 8 , 8 , 8 , -   
0022.00,2018,3,3, 45 , 192 ," 1,467 ", 14 , 22 , 9 , -   
0022.00,2018,4,2, 10 , 20 ," 1,474 ", -   , 10 , -   , -   
0022.00,2018,4,3, 42 , 127 ," 1,345 ", 34 , 11 , -   , -   
0023.01,2018,1,0, 10 , 11 , 903 , 3 , 5 , 2 , 1 
0023.01,2018,1,1, 295 , 435 ," 1,051 ", 49 , 143 , 88 , 15 
0023.01,2018,1,2, 330 , 673 ," 1,286 ", 25 , 202 , 69 , 34 
0023.01,2018,1,3, 130 , 365 ," 1,231 ", 9 , 63 , 58 , -   
0023.01,2018,2,2, 80 , 177 ," 1,389 ", 27 , 44 , 9 , -   
0023.01,2018,2,3, 100 , 334 ," 1,618 ", 16 , 74 , 11 , -   
0023.01,2018,3,2, 10 , 15 ," 1,141 ", -   , 10 , -   , -   
0023.01,2018,3,3, 100 , 314 ," 1,354 ", 17 , 61 , 22 , -   
0023.01,2018,4,1, 10 , 10 , 822 , 10 , -   , -   , -   
0023.01,2018,4,2, 20 , 30 ," 1,380 ", -   , 20 , -   , -   
0023.01,2018,4,3, 18 , 106 ," 1,456 ", 10 , 10 , -   , -   
0023.02,2018,1,0, 10 , 10 ," 1,524 ", -   , 10 , -   , -   
0023.02,2018,1,1, 205 , 284 ," 1,244 ", -   , 82 , 31 , 92 
0023.02,2018,1,2, 84 , 147 ," 1,352 ", -   , 34 , 17 , 34 
0023.02,2018,2,2, 64 , 157 ," 1,609 ", -   , -   , 23 , 42 
0023.02,2018,2,3, 49 , 142 ," 1,518 ", -   , -   , 22 , 27 
0023.02,2018,4,2, 10 , 19 ," 1,886 ", 4 , 3 , 1 , 1 
0023.02,2018,4,3, 9 , 51 ," 1,966 ", -   , -   , -   , 9 
0024.00,2018,1,0, 20 , 20 , 824 , -   , 20 , -   , -   
0024.00,2018,1,1, 210 , 289 ," 1,064 ", 40 , 115 , 55 , -   
0024.00,2018,1,2, 160 , 324 ," 1,251 ", 15 , 110 , 35 , -   
0024.00,2018,1,3, 10 , 20 ," 1,283 ", 3 , 4 , 2 , 1 
0024.00,2018,2,3, 10 , 30 ," 1,404 ", 1 , 4 , 3 , 2 
0024.00,2018,3,1, 10 , 10 , 955 , 4 , 3 , 2 , 1 
0024.00,2018,4,3, 54 , 162 ," 1,456 ", 23 , 23 , 8 , -   
0025.00,2018,1,0, 10 , 15 , 859 , -   , 10 , -   , -   
0025.00,2018,1,1, 150 , 220 ," 1,078 ", 25 , 100 , 25 , -   
0025.00,2018,1,2, 125 , 215 ," 1,250 ", 47 , 57 , 10 , 10 
0025.00,2018,1,3, 54 , 128 ," 1,289 ", -   , 55 , -   , -   
0025.00,2018,2,3, 33 , 41 ," 1,371 ", -   , -   , 25 , 8 
0025.00,2018,3,1, 20 , 31 ," 1,084 ", -   , 10 , -   , 10 
0025.00,2018,3,2, 10 , 10 ," 1,384 ", 10 , -   , -   , -   
0025.00,2018,3,3, 40 , 128 ," 1,680 ", 10 , 20 , 10 , -   
0025.00,2018,4,3, 74 , 225 ," 1,743 ", 32 , 42 , -   , -   
0026.00,2018,1,1, 295 , 421 ," 1,105 ", 48 , 179 , 58 , 10 
0026.00,2018,1,2, 235 , 567 ," 1,186 ", 73 , 118 , 24 , 20 
0026.00,2018,1,3, 50 , 161 , 990 , 9 , 18 , 14 , 9 
0026.00,2018,2,1, 10 , 17 , 584 , -   , -   , 10 , -   
0026.00,2018,2,2, 25 , 50 , 775 , -   , 25 , -   , -   
0026.00,2018,2,3, 120 , 527 , 873 , 48 , 60 , 12 , -   
0026.00,2018,3,2, 10 , 15 ," 1,922 ", -   , 10 , -   , -   
0026.00,2018,3,3, 25 , 95 ," 1,229 ", 7 , 11 , 7 , -   
0026.00,2018,4,2, 14 , 40 ," 1,380 ", -   , 9 , 6 , -   
0026.00,2018,4,3, 115 , 296 ," 1,368 ", 52 , 63 , -   , -   
0027.00,2018,1,0, 20 , 25 , 899 , 8 , 12 , -   , -   
0027.00,2018,1,1, 400 , 532 ," 1,180 ", 35 , 272 , 74 , 20 
0027.00,2018,1,2, 280 , 577 ," 1,343 ", 25 , 147 , 88 , 20 
0027.00,2018,1,3, 29 , 85 ," 1,403 ", -   , 30 , -   , -   
0027.00,2018,2,1, 10 , 20 , 869 , -   , -   , -   , 10 
0027.00,2018,2,2, 150 , 306 ," 1,079 ", 21 , 103 , 26 , -   
0027.00,2018,2,3, 229 , 687 ," 1,367 ", 15 , 159 , 45 , 10 
0027.00,2018,3,3, 10 , 25 ," 1,296 ", -   , -   , 10 , -   
0028.00,2018,1,0, 10 , 10 , 737 , 3 , 5 , 2 , 1 
0028.00,2018,1,1, 139 , 225 ," 1,066 ", 19 , 53 , 53 , 14 
0028.00,2018,1,2, 289 , 670 , 860 , 34 , 169 , 77 , 10 
0028.00,2018,1,3, 210 , 798 ," 1,159 ", 29 , 147 , 24 , 10 
0028.00,2018,2,3, 105 , 460 ," 1,271 ", 19 , 48 , 29 , 10 
0028.00,2018,3,3, 70 , 210 ," 1,433 ", 25 , 25 , 20 , -   
0028.00,2018,4,2, 10 , 20 ," 1,266 ", 10 , -   , -   , -   
0028.00,2018,4,3, 50 , 118 ," 1,455 ", 8 , 19 , 15 , 8 
0028.00,2018,5,3, 10 , 36 , 824 , -   , 10 , -   , -   
0029.00,2018,1,0, 55 , 82 , 803 , 15 , 30 , 10 , -   
0029.00,2018,1,1, 615 , 870 , 932 , 79 , 403 , 123 , 10 
0029.00,2018,1,2, 494 , 941 ," 1,184 ", 64 , 322 , 99 , 10 
0029.00,2018,1,3, 105 , 235 ," 1,370 ", 19 , 76 , 10 , -   
0029.00,2018,2,1, 10 , 36 , 651 , 3 , 3 , 3 , 1 
